place_id,place_name,category,city,lat,long
343,Pantai Baruna,Bahari,Semarang,-6.9451052,110.3982398
344,Pantai Marina,Bahari,Semarang,-6.948877,110.3893285
345,Kampoeng Djadhoel Semarang,Budaya,Semarang,-6.9687731,110.4319505
346,Indonesia Kaya Park,Taman Hiburan,Semarang,-6.9923507,110.4201162
347,Taman Pandanaran,Taman Hiburan,Semarang,-6.9877936,110.4172262
348,Pura Giri Natha,Budaya,Semarang,-6.9984759,110.4106468
349,Wisata Mangrove Tapak,Cagar Alam,Semarang,-6.9685618,110.3459696
350,Pantai Cipta,Bahari,Semarang,-6.9486402,110.4102923
351,Old City 3D Trick Art Museum,Budaya,Semarang,-6.9684064,110.4261995
352,GPIB Immanuel Semarang (Gereja Blenduk),Tempat Ibadah,Semarang,-6.9683488,110.4274767
353,Taman Srigunting,Taman Hiburan,Semarang,-6.9681728,110.4278262
354,Semarang Contemporary Art Gallery,Budaya,Semarang,-6.9675,110.4282
355,Umbul Sidomukti,Cagar Alam,Semarang,-7.1945903,110.3733583
356,Saloka Theme Park,Taman Hiburan,Semarang,-7.2807262,110.4595539
357,Wisata Alam Wana Wisata Penggaron,Cagar Alam,Semarang,-7.1157969,110.4217966
358,Masjid Kapal Semarang,Tempat Ibadah,Semarang,-7.0187782,110.2937134
359,Taman Bunga Celosia,Cagar Alam,Semarang,-7.2255041,110.3463166
360,Air Terjun Kali Pancur,Cagar Alam,Semarang,-7.3580963,110.4210681
361,Wisata Kampung Krisan Clapar,Taman Hiburan,Semarang,-7.2141582,110.3769541
362,Danau Rawa Pening,Cagar Alam,Semarang,-7.2854929,110.4321671
363,Pantai Maron,Bahari,Semarang,-6.9545687,110.3600951
364,Water Blaster Bukit Candi Golf,Taman Hiburan,Semarang,-7.0218894,110.4383345
365,Waduk Jatibarang,Cagar Alam,Semarang,-7.0370499,110.3477586
366,Tirto Argo Siwarak,Taman Hiburan,Semarang,-7.132106,110.394523
367,Wisata Lereng Kelir,Cagar Alam,Semarang,-7.3126613,110.3746785
368,Kampoeng Rawa,Cagar Alam,Semarang,-7.267539,110.418076
369,Monumen Palagan Ambarawa,Budaya,Semarang,-7.2598861,110.4025602
370,Benteng Pendem,Budaya,Semarang,-7.2706462,110.4103291
371,Wisata Eling Bening,Cagar Alam,Semarang,-7.2531096,110.4264512
372,Gua Maria Kerep Ambarawa,Cagar Alam,Semarang,-7.2552364,110.3991897
373,Museum Kereta Ambarawa,Budaya,Semarang,-7.2645989,110.4046017
374,Hutan Pinus Kayon,Cagar Alam,Semarang,-7.395606,110.4517727
375,Kota Lama Semarang,Budaya,Semarang,-6.9681399,110.4278611
376,Semarang Chinatown,Budaya,Semarang,-6.9749923,110.424954
377,La Kana Chapel,Taman Hiburan,Semarang,-7.2156923,110.3649392
378,Jembatan Biru Ambarawa,Taman Hiburan,Semarang,-7.2678201,110.4483217
379,Goa Rong,Cagar Alam,Semarang,-7.2721621,110.4698457
380,Masjid Agung Ungaran,Tempat Ibadah,Semarang,-7.1350705,110.4088131
381,Tugu Muda Semarang,Budaya,Semarang,-6.9843485,110.4093207
382,Kampoeng Kopi Banaran,Taman Hiburan,Semarang,-7.2539005,110.4414953
383,Taman Tabanas,Taman Hiburan,Semarang,-7.0388032,110.4215576
384,Kampung Tematik Jawi,Budaya,Semarang,-7.0290974,110.3775382
385,Kampung Batik Gedong Semarang,Budaya,Semarang,-6.9688821,110.4318692
386,Air Terjun Semirang,Cagar Alam,Semarang,-7.1662971,110.381068
387,Obyek Wisata Goa Kreo,Cagar Alam,Semarang,-7.0372113,110.3476164
388,Watu Gunung Ungaran,Cagar Alam,Semarang,-7.1298066,110.388832
389,Brown Canyon,Cagar Alam,Semarang,-7.0565164,110.4862531
390,Durian Gardens and Tourism Education Watu Simbar,Cagar Alam,Semarang,-7.0967079,110.3900517
391,Flower Farm Setiya Aji,Cagar Alam,Semarang,-7.2241813,110.3782661
392,Ekowisata Mangrove Wonorejo,Cagar Alam,Surabaya,-7.3086482,112.8216622
393,Taman Harmoni Keputih,Cagar Alam,Surabaya,-7.2952211,112.8035603
394,Air Mancur Menari,Taman Hiburan,Surabaya,-7.2356933,112.7955234
395,Taman Prestasi,Taman Hiburan,Surabaya,-7.2614722,112.7428284
396,Monumen Kapal Selam,Budaya,Surabaya,-7.2654304,112.7503052
397,Taman Kunang-Kunang,Taman Hiburan,Surabaya,-7.3182202,112.7842405
398,Taman Buah Surabaya,Taman Hiburan,Surabaya,-7.2662139,112.795281
399,Taman Pelangi,Taman Hiburan,Surabaya,-7.3275604,112.7312242
400,Hutan Bambu Keputih,Cagar Alam,Surabaya,-7.2941909,112.8017238
401,Taman Keputran,Taman Hiburan,Surabaya,-7.2732153,112.744102
402,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,-7.251022,112.6620053
403,Taman Barunawati,Taman Hiburan,Surabaya,-7.2220559,112.7319967
404,Kenjeran Park,Taman Hiburan,Surabaya,-7.2522964,112.7966952
405,Surabaya North Quay,Taman Hiburan,Surabaya,-7.1968193,112.7324578
406,Kebun Bibit Wonorejo,Cagar Alam,Surabaya,-7.3123655,112.7889021
407,Taman Ekspresi Dan Perpustakaan,Taman Hiburan,Surabaya,-7.2573072,112.7437199
408,Kebun Binatang Surabaya,Cagar Alam,Surabaya,-7.2959546,112.7366094
409,Rumah Batik,Budaya,Surabaya,-7.278736,112.718453
410,Ciputra Waterpark,Taman Hiburan,Surabaya,-7.2861707,112.6333338
411,Masjid Muhammad Cheng Hoo,Tempat Ibadah,Surabaya,-7.2522754,112.7468796
412,Masjid Nasional Al-Akbar,Tempat Ibadah,Surabaya,-7.3366141,112.7151806
413,Museum TNI AL Loka Jala Crana,Budaya,Surabaya,-7.227185,112.718997
414,Jembatan Merah,Budaya,Surabaya,-7.2367447,112.7383009
415,Museum De Javasche Bank,Budaya,Surabaya,-7.2353939,112.7367646
416,Keraton Surabaya,Budaya,Surabaya,-7.2567553,112.7942203
417,Klenteng Sanggar Agung,Budaya,Surabaya,-7.246944,112.802222
418,Museum Sepuluh Nopember Kota Surabaya,Budaya,Surabaya,-7.2454369,112.7378985
419,Monumen Tugu Pahlawan,Budaya,Surabaya,-7.246926,112.73781
420,Surabaya Museum (Gedung Siola),Budaya,Surabaya,-7.2562972,112.7379955
421,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,-7.240328,112.731431
422,Monumen Jalesveva Jayamahe,Budaya,Surabaya,-7.1954748,112.7395206
423,Patung Sura dan Buaya,Budaya,Surabaya,-7.2960492,112.7387012
424,Pantai Ria Kenjeran,Bahari,Surabaya,-7.2509164,112.8009332
425,Waterpark Kenjeran Surabaya,Taman Hiburan,Surabaya,-7.2477963,112.7998235
426,Balai Kota Surabaya,Budaya,Surabaya,-7.2592948,112.7470512
427,Patung Buddha Empat Rupa,Budaya,Surabaya,-7.2472841,112.8010814
428,Monumen Bambu Runcing Surabaya,Budaya,Surabaya,-7.2677755,112.7443898
429,House of Sampoerna,Budaya,Surabaya,-7.2308173,112.7342344
430,Atlantis Land Surabaya,Taman Hiburan,Surabaya,-7.2516189,112.8009694
431,Taman Hiburan Rakyat,Taman Hiburan,Surabaya,-7.252291,112.7520012
432,Taman Mundu,Taman Hiburan,Surabaya,-7.2516046,112.7545983
433,Museum Mpu Tantular,Budaya,Surabaya,-7.4338593,112.7199058
434,Taman Bungkul,Taman Hiburan,Surabaya,-7.2913468,112.7398218
435,Taman Air Mancur Menari Kenjeran,Taman Hiburan,Surabaya,-7.2752955,112.7549381
436,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,-7.2943303,112.7617534
437,Gereja Perawan Maria Tak Berdosa Surabaya,Tempat Ibadah,Surabaya,-7.2420758,112.7368158
